idDevedores,Valor,QtdTitulos
15319,3240,00,9
15320,1005,00,1
15321,250,00,1
15322,360,00,1
15323,2584,00,2
15324,2500,00,1
15325,2160,00,2
15326,10025,00,9
15327,3600,00,10
15328,5000,00,2
15330,2160,00,6
15331,25000,00,10
15332,720,00,2
15333,6350,00,20
15334,1004,00,2
15335,201,00,1
15336,201,00,1
15337,1536,00,4
15338,2160,00,6
15339,145,50,5
15340,2142,00,7
15341,6000,00,12
15342,1262,08,5
15343,3240,00,9
15345,3960,00,11
15346,4320,00,12
15347,3600,00,10
15348,3960,00,11
15350,13860,00,14
15352,854,25,1
15353,2520,00,7
15354,15450,00,17
15356,9000,00,6
15357,3240,00,9
15358,3600,00,10
15359,3960,00,11
15361,5844,09,14
15362,1530,00,5
15363,3060,00,10
15364,2880,00,8
15365,3240,00,9
15366,700,00,1
15367,4320,00,12
15368,2880,00,8
15370,7035,00,7
15371,2880,00,8
15372,11594,00,11
15373,7450,58,11
15374,438,90,1
15375,345,00,1
15376,929,50,11
15377,6524,15,13
15378,3366,00,11
15379,720,00,2
15380,1198,00,2
15382,300,00,1
15383,15000,00,6
15384,1500,00,1
15385,4200,00,14
15386,2880,00,8
15387,2500,00,1
15388,22500,00,9
15389,560,00,6
15390,7366,00,1
15391,1440,00,4
15392,2500,00,1
15393,10510,00,6
15394,2070,00,6
15395,1008,00,9
15396,3960,00,11
15397,12750,00,10
15398,20000,00,8
15400,10000,00,4
15401,1800,00,3
15402,360,53,1
15403,3300,00,11
15404,4500,00,15
15405,6324,00,6
15406,28,00,1
15407,21957,82,15
15408,1440,00,2
15409,2245,00,2
15410,600,00,1
15411,3994,50,13
15413,6554,24,6
15414,1800,00,6
15415,11364,16,4
15416,9969,28,8
15417,310,00,1
15419,252,00,9
15420,2160,00,6
15421,2520,00,7
15423,3600,00,10
15424,3240,00,9
15425,4750,00,19
15426,6000,00,12
15427,13660,00,6
15428,3388,00,11
15429,9000,00,6
15430,17500,00,7
15431,3450,00,10
15432,612,00,2
15433,360,00,1
15434,3600,00,10
15435,360,00,1
15436,11970,00,7
15437,28900,00,25
15438,3600,00,10
15439,2880,00,8
15440,2520,00,7
15441,2500,00,1
15442,4312,00,14
15443,312,00,1
15444,5632,00,8
15446,360,00,1
15447,360,00,1
15448,7500,00,3
15449,11016,00,6
15450,9149,37,15
15451,4320,00,12
15452,360,00,1
15453,2520,00,7
15454,2880,00,8
15455,2880,00,8
15456,252,00,1
15457,3960,00,11
15458,25000,00,10
15459,15000,00,6
15461,360,00,1
15462,4320,00,12
15464,1000,00,2
15465,2864,00,1
15466,3600,00,10
15467,154,05,1
15468,10000,00,4
15469,4500,00,15
15470,4320,00,12
15471,5000,00,2
15472,855,00,1
15474,7008,71,20
15475,4846,66,14
15476,2160,00,6
15477,420,00,15
15478,2000,00,8
15479,4500,00,18
15480,4059,00,11
15482,7594,50,25
15483,1250,00,5
15484,2400,00,8
15485,7024,15,14
15486,3600,00,10
15487,7500,00,3
15488,2160,00,6
15489,3960,00,11
15490,2880,00,4
15491,12500,00,5
15492,2880,00,8
15493,720,00,2
15494,3244,77,9
15495,720,00,2
15496,2024,15,1
15497,4880,00,8
15498,345,00,1
15501,3850,00,12
15502,1440,00,2
15503,6000,00,12
15505,7881,60,12
15506,2754,00,9
15507,3090,00,12
15508,1080,00,3
15509,3240,00,9
15510,2800,00,8
15511,16380,00,7
15512,250,00,1
15513,3240,00,9
15514,3601,00,10
15515,1800,00,5
15516,2520,00,7
15517,4650,00,15
15518,5166,00,28
15520,2500,00,1
15521,4928,00,7
15522,2160,00,6
15524,6515,40,15
15525,2880,00,8
15526,3900,05,3
15528,3672,00,12
15529,2400,00,8
15530,1081,59,3
15531,4320,00,12
15532,3960,00,11
15533,420,00,3
15534,720,00,2
15535,10586,00,12
15536,1500,00,1
15537,360,00,1
15538,6000,00,4
15539,10779,28,4
15540,12500,00,5
15541,3600,00,10
15543,1408,00,2
15544,3240,00,9
15545,8794,00,13
15546,306,00,1
15547,3366,00,11
15548,17280,00,8
15549,3762,08,15
15550,4240,00,7
15551,4938,71,14
15552,500,00,1
15553,512,08,2
15554,1000,00,2
15555,1000,00,2
15556,3408,00,11
15557,3600,00,10
15558,300,00,1
15559,1080,00,1
15560,5820,00,18
15561,7040,00,10
15562,11970,00,7
15565,3240,00,9
15566,2880,00,8
15567,1540,00,15
15568,2700,00,9
15569,3450,00,11
15570,720,00,2
15571,2160,00,6
15572,1500,00,3
15573,8317,50,3
15574,7500,00,3
15575,2880,00,8
15576,5670,00,21
15577,4328,75,17
15578,5632,00,8
15579,250,00,1
15580,2880,00,8
15581,4928,00,7
15583,5984,00,10
15584,8744,32,16
15585,119,90,1
15590,89,00,10
15593,3236,60,2
15594,89,90,1
15595,239,80,2
15596,2438,00,1
15597,14627,80,5
15598,720,00,2
15599,1800,00,5
15601,2480,00,2
15603,1920,00,4
15605,1299,89,1
15606,5000,00,2
15607,1080,00,3
15608,1800,00,5
15609,2520,00,6
15610,4320,00,2
15612,1800,00,5
15615,1080,00,2
15616,10800,00,5
15619,5760,00,9
15620,5000,00,2
15621,1500,00,1
15622,1800,00,5
15626,1800,00,5
15627,6200,00,5
15628,2935,24,4
15630,612,00,2
15631,1800,00,5
15632,1240,00,1
15633,360,00,1
15635,1800,00,5
15636,1440,00,4
15638,1530,00,5
15639,1800,00,5
15640,360,00,1
15641,720,00,2
15642,1080,00,3
15643,2096,60,4
15644,666,00,1
15645,10000,00,4
15646,2860,00,2
15647,360,00,1
15648,5260,00,5
15651,1800,00,5
15652,361,66,1
15653,9340,00,5
15655,5000,00,2
15656,524,15,1
15658,1800,00,5
15659,105,00,10
15660,6425,00,7
15661,360,00,1
15662,918,00,3
15663,60,00,6
15664,2500,00,1
15665,612,00,2
15666,918,00,3
15669,1224,00,4
15670,1800,00,5
15673,360,00,1
15674,1440,00,3
15675,1080,00,3
15676,720,00,2
15677,1005,00,1
15679,1500,00,1
15680,1800,00,5
15681,1240,00,1
15683,1440,00,4
15684,1080,00,3
15685,720,00,2
15686,1056,00,3
15687,1080,00,3
15688,720,00,2
15690,1024,15,2
15691,1440,00,4
15694,2880,00,4
15695,360,00,1
15696,1800,00,2
15698,3240,00,9
15700,1224,00,4
15701,720,00,2
15702,306,00,1
15703,2520,00,7
15704,360,00,1
15705,2880,00,8
15706,733,81,1
15707,2500,00,1
15708,720,00,2
15709,2500,00,1
15711,480,00,1
15713,2995,00,5
15714,720,00,2
15715,2010,00,2
15717,720,00,2
15719,3740,00,2
15720,1800,00,5
15721,9800,00,5
15722,1800,00,5
15725,2520,00,7
15726,720,00,2
15727,360,00,1
15728,1800,00,5
15729,350,00,1
15730,5880,00,3
15732,1054,00,1
15734,24,00,1
15735,360,00,1
15736,1524,16,6
15737,704,00,1
15740,5130,00,3
15741,1800,00,5
15742,3590,40,4
15743,360,00,1
15745,360,00,1
15746,1800,00,5
15750,1080,00,3
15751,2340,00,1
15752,1800,00,5
15753,7500,00,5
15755,10000,00,4
15756,2194,50,5
15757,1800,00,5
15758,2500,00,1
15759,360,00,1
15760,720,00,2
15761,2500,00,1
15763,1800,00,5
15764,918,00,2
15766,1800,00,5
15769,1308,27,2
15770,10000,00,4
15771,13,07,1
15772,1710,00,1
15773,5000,00,2
15774,369,00,1
15775,978,12,3
15777,360,00,1
15779,918,00,3
15780,720,00,2
15782,306,00,1
15783,2160,00,6
15784,2160,00,6
15785,6000,00,4
15786,1080,00,3
15787,1800,00,5
15788,2500,00,1
15789,1440,00,3
15790,918,00,1
15792,1800,00,5
15793,720,00,2
15794,4707,72,2
15796,704,00,1
15797,1240,00,1
15803,704,00,1
15804,306,00,1
15805,4725,00,4
15807,1800,00,5
15809,1800,00,5
15810,1080,00,3
15811,306,00,1
15812,2500,00,1
15813,1800,00,5
15817,1080,00,3
15818,2125,00,1
15819,6000,00,4
15820,1440,00,4
15821,5893,52,15
15822,360,00,1
15823,1800,00,5
15824,360,00,1
15826,5025,00,5
15827,306,00,1
15828,360,00,1
15829,2393,60,4
15830,5000,00,2
15831,360,00,1
15832,306,00,1
15834,1080,00,2
15835,306,00,1
15837,2448,00,8
15839,1800,00,5
15840,2500,00,1
15845,1800,00,5
15846,1800,00,5
15849,360,00,1
15850,1567,50,5
15851,1080,00,3
15852,112,50,9
15853,2500,00,1
15854,2010,00,1
15855,1080,00,3
15857,2880,00,8
15859,1800,00,5
15863,1800,00,5
15864,1080,00,3
15865,2160,00,4
15866,360,00,1
15867,1800,00,5
15869,3000,00,2
15870,8330,00,5
15872,8040,00,5
15873,10000,00,4
15874,720,00,2
15876,1795,20,3
15877,1800,00,5
15878,360,00,1
15880,360,00,1
15881,360,00,1
15882,2520,00,7
15883,1800,00,5
15884,1800,00,5
15885,612,00,2
15886,2010,00,2
15887,720,00,2
15888,1196,80,2
15890,2500,00,1
15891,1800,00,5
15892,7500,00,5
15893,1800,00,5
15894,720,00,2
15895,1408,00,2
15896,1440,00,4
15897,1800,00,5
15898,4158,00,2
15899,360,00,1
15900,2142,00,1
15901,3968,00,3
15902,1530,00,5
15903,360,00,1
15904,1800,00,5
15906,360,00,1
15907,1440,00,4
15908,360,00,1
15909,360,00,1
15910,306,00,1
15912,1800,00,5
15914,360,00,1
15915,1795,20,3
15916,1530,00,5
15917,1440,00,3
15918,704,00,1
15920,1080,00,3
15921,4960,00,5
15925,1700,40,1
15926,360,00,1
15927,360,00,1
15929,1800,00,5
15930,6200,00,5
15931,598,40,1
15933,7500,00,3
15934,720,00,2
15935,306,00,1
15936,1710,00,1
15938,4190,00,3
15939,1800,00,5
15940,5270,00,5
15941,720,00,2
15943,2340,00,1
15945,1530,00,5
15946,1080,00,3
15947,1800,00,5
15948,1800,00,5
15949,598,40,1
15950,2970,00,3
15951,26647,50,3
15952,1800,00,5
15953,360,00,1
15954,720,00,1
15955,2010,00,2
15956,4960,00,4
15957,2992,00,5
15958,2500,00,1
15959,1800,00,5
15960,1080,00,1
15961,2128,05,1
15962,1054,00,1
15963,1530,00,5
15966,1080,00,2
15967,2200,00,1
15968,1530,00,5
15969,6960,00,3
15971,704,00,1
15973,612,00,2
15974,1080,00,3
15976,1080,00,1
15978,360,00,1
15982,401,28,1
15983,1440,00,1
15987,11700,00,5
15989,1500,00,1
15990,1530,00,5
15992,360,00,1
15994,7500,00,5
15995,1080,00,1
15996,1800,00,5
15997,1800,00,5
15998,720,00,2
16000,2500,00,1
16001,2500,00,1
16002,1440,00,4
16007,2500,00,1
16008,2880,00,8
16009,3240,00,5
16010,6200,00,5
16012,1224,00,4
16014,4368,93,3
16015,360,00,1
16016,2500,00,1
16017,704,00,2
16018,1800,00,5
16019,11112,00,5
16020,306,00,1
16021,524,16,2
16099,1240,00,1
16101,361,66,1
16105,5300,00,2
16112,360,00,1
16113,579,30,1
16114,2217,00,9
16115,89,90,1
16116,119,90,1
16118,159,80,1
16119,2346,70,6
16120,99,80,1
16121,209,80,1
16122,509,70,1
16123,389,60,1
16124,89,90,1
16125,479,50,1
16126,689,70,2
16127,2115,60,3
16128,928,80,3
16129,2018,80,1
16130,2226,70,1
16131,7161,30,9
16132,2158,20,1
16133,1068,40,1
16134,509,50,1
16135,419,30,3
16136,2696,60,9
16137,669,00,4
16138,718,80,5
16139,3107,50,4
16140,698,60,7
16141,349,30,7
16142,199,60,1
16143,329,70,1
16144,359,40,1
16145,5574,10,9
16146,239,70,1
16147,899,30,1
16148,239,70,1
16150,360,00,1
16152,1058,40,9
16154,283,04,1
16157,1440,00,4
16158,1440,00,4
16159,180,00,1
16160,1120,00,1
16161,220,00,1
16162,1080,00,2
16164,3366,00,6
16166,1440,00,4
16173,5000,00,2
16175,720,00,2
16176,720,00,1
16177,1440,00,4
16178,3420,00,2
16179,1107,00,3
16181,704,00,1
16182,1440,00,4
16184,1440,00,4
16185,360,00,1
16186,2500,00,1
16188,1710,00,1
16190,720,00,1
16192,360,00,1
16193,360,00,1
16195,306,00,1
16197,1960,00,1
16198,1440,00,4
16201,1440,00,4
16203,360,00,1
16205,1224,00,4
16209,1440,00,4
16210,3920,00,4
16211,3740,00,2
16212,720,00,1
16213,1080,00,2
16214,1440,00,4
16215,360,00,1
16216,720,00,1
16217,704,00,1
16219,360,00,1
16220,360,00,1
16221,704,00,1
16222,3600,00,7
16223,1440,00,4
16225,360,00,1
16226,1240,00,1
16227,400,00,1
16228,1440,00,4
16229,,00,1
16232,1836,00,4
16233,360,00,1
16234,1440,00,1
16236,1080,00,3
16239,4020,00,4
16240,1440,00,4
16241,360,00,1
16242,1224,00,4
16243,306,00,1
16248,7500,00,3
16249,1440,00,4
16251,2500,00,1
16254,598,40,1
16255,1440,00,4
16256,360,00,1
16257,720,00,2
16258,390,00,1
16259,918,00,2
16261,1440,00,4
16262,20,00,1
16263,360,00,1
16264,612,00,1
16265,1224,00,4
16268,1224,00,4
16269,1224,00,4
16270,1080,00,3
16271,2500,00,1
16272,918,00,3
16273,5000,00,2
16274,500,00,1
16276,4960,00,4
16278,670,91,1
16281,1440,00,4
16282,360,00,1
16283,288,00,1
16284,360,00,1
16286,720,00,1
16287,1808,30,3
16288,1275,00,1
16289,1440,00,4
16291,360,00,1
16292,345,00,1
16293,720,00,2
16294,1080,00,1
16295,360,00,1
16296,39336,00,5
16297,360,00,1
16298,1224,00,4
16299,1800,00,5
16300,1440,00,4
16301,1080,00,3
16302,360,00,1
16303,2816,00,4
16304,1440,00,4
16305,1254,00,4
16306,1440,00,1
16307,720,00,2
16308,1440,00,4
16309,1080,00,3
16310,2500,00,1
16312,306,00,1
16313,1440,00,4
16314,4020,00,4
16315,720,00,2
16316,1440,00,4
16317,4020,00,4
16318,2252,80,4
16321,3000,00,2
16323,1110,00,3
16324,360,00,1
16325,1005,00,1
16326,324,97,1
16327,720,00,2
16328,1440,00,4
16329,1440,00,4
16330,360,00,1
16331,360,00,1
16332,1080,00,2
16333,2873,76,4
16335,1080,00,2
16336,1440,00,4
16337,330,00,1
16340,1440,00,4
16341,612,00,2
16342,360,00,1
16344,1408,00,2
16346,1224,00,4
16347,4960,00,4
16348,6777,00,5
16349,720,00,1
16350,3148,50,6
16351,720,00,2
16352,720,00,2
16355,5814,00,4
16357,1224,00,4
16358,918,00,3
16359,1240,00,1
16361,360,00,1
16364,1224,00,4
16365,22,00,1
16366,1005,00,1
16367,1440,00,4
16368,306,00,1
16369,360,00,1
16371,1440,00,4
16373,1440,00,4
16374,306,00,1
16375,1960,00,1
16380,360,00,1
16381,6840,00,4
16382,1440,00,4
16383,2500,00,1
16384,1440,00,4
16387,500,00,1
16388,1500,00,3
16389,720,00,2
16391,2500,00,1
16393,648,70,7
16394,1224,00,4
16395,8040,00,5
16397,1440,00,4
16398,1440,00,3
16399,1260,00,2
16401,612,00,2
16403,360,00,1
16404,720,00,2
16405,1440,00,4
16406,1440,00,4
16407,1224,00,4
16408,665,60,1
16409,2520,00,3
16410,1080,00,3
16411,720,00,1
16413,360,00,1
16414,1224,00,4
16415,1224,00,4
16416,1440,00,4
16417,360,00,1
16418,1440,00,4
16419,360,00,1
16420,1800,00,5
16421,1440,00,4
16422,1440,00,4
16423,1440,00,4
16424,1224,00,4
16425,720,00,1
16426,3720,00,3
16427,360,00,1
16428,360,00,1
16429,261,25,1
16431,30,00,1
16432,3015,00,2
16434,360,00,1
16435,2010,00,2
16436,720,00,2
16438,1440,00,4
16441,360,00,1
16442,1440,00,4
16444,1440,00,4
16445,1080,00,1
16446,1224,00,4
16447,3584,00,7
16448,5000,00,2
16449,1224,00,4
16450,2500,00,1
16452,352,00,4
16458,360,00,1
16459,2010,00,2
16460,1440,00,4
16461,1440,00,4
16462,54,00,1
16465,1080,00,1
16466,918,00,3
16468,360,00,1
16469,2500,00,1
16470,360,00,1
16472,432,00,1
16474,422,40,3
16475,422,40,3
16478,360,00,1
16479,1440,00,4
16481,1710,00,1
16484,422,40,3
16485,1068,32,3
16488,110,00,1
16489,1710,00,1
16490,2340,00,1
16491,1005,00,1
16492,1080,00,3
16493,1440,00,4
16494,360,00,1
16496,360,00,1
16497,720,00,2
16500,2816,00,4
16501,1080,00,3
16502,2816,00,4
16503,1080,00,3
16504,504,00,6
16505,360,00,1
16506,1440,00,4
16509,1440,00,3
16510,1440,00,4
16511,1440,00,4
16512,360,00,1
16513,1440,00,4
16514,2500,00,1
16515,4020,00,4
16517,612,00,1
16518,3735,00,3
16520,5385,60,5
16522,704,00,1
16523,612,00,2
16524,360,00,1
16526,2500,00,1
16527,1224,00,4
16528,360,00,1
16529,154,00,1
16530,704,00,1
16532,360,00,1
16533,360,53,1
16535,360,00,1
16536,1440,00,4
16537,313,50,1
16538,360,00,1
16539,2500,00,1
16540,720,00,2
16541,34,00,1
16542,140,00,1
16543,4960,00,4
16544,306,00,1
16546,6840,00,4
16547,1521,00,1
16548,720,00,2
16549,720,00,2
16551,1440,00,4
16552,360,00,1
16554,3720,00,3
16555,,00,1
16557,225,61,1
16558,2945,00,1
16559,1522,50,3
16560,720,00,1
16561,720,00,1
16562,360,00,1
16563,4490,00,4
16564,720,00,2
16565,1408,00,2
16566,2880,00,3
16567,1440,00,4
16569,360,00,1
16570,345,00,1
16571,1440,00,4
16572,1080,00,3
16573,306,00,1
16574,2500,00,1
16575,2700,00,5
16578,720,00,2
16580,720,00,2
16581,5130,00,3
16582,1440,00,4
16583,10074,00,5
16585,422,40,3
16586,2393,60,4
16587,306,00,1
16589,360,00,1
16592,1080,00,3
16593,3417,00,4
16594,118,00,1
16595,1440,00,4
16596,1440,00,4
16597,704,00,1
16598,360,00,1
16600,3738,48,2
16601,1000,00,2
16684,31252,70,3
16685,3230,13,1
16686,179,80,1
16687,309,60,3
16688,3935,70,9
16689,22884,90,4
16690,569,50,2
16691,89,90,1
16692,479,80,1
16693,429,30,1
16695,2607,80,21
16696,51767,18,2
16697,33056,36,10
16698,1528,30,5
16700,689,10,1
16701,59,90,1
16702,1768,10,5
16703,2157,90,1
16704,211,41,2
16705,359,70,1
16706,79,90,1
16707,419,30,1
16708,2507,60,1
16709,139988,20,11
16710,959,00,5
16711,5154,00,12
16712,1967,50,12
16713,1658,10,12
16714,119,90,1
16715,99954,90,22
16716,22852,50,1
16717,5028,50,5
16718,3676,40,11
16719,2906,20,10
16720,589,80,1
16721,49,90,1
16722,2667,30,3
16723,209,80,1
16724,1958,20,1
16725,16049,40,2
16726,7053,00,2
16727,269,70,1
16729,299,60,2
16730,1197,60,12
16731,359,70,3
16732,179,80,2
16733,179,80,2
16734,1228,80,1
16735,239,70,1
16736,579,30,1
16737,159,80,1
16738,449,40,1
16739,39976,70,1
16740,8905,40,1
16741,89,90,1
16742,2706,30,12
16743,599,00,1
16744,12229,80,1
16745,99,80,1
16746,269,70,3
16747,5995,00,2
16748,179,80,2
16749,11361,90,1
16750,20248,75,7
16752,56518,78,1
16753,24512,80,5
16754,33339,52,8
16755,44910,53,1
16757,1748,60,1
16758,389,70,1
16759,7381,60,3
16760,17142,30,1
16761,59,90,1
16762,98138,20,3
16763,359,60,2
16764,1398,50,6
16767,2157,80,6
16768,89,90,1
16769,659,40,2
16770,1798,40,1
16771,7890,80,1
16772,1298,70,6
16773,2556,80,1
16774,299,70,1
16775,1538,50,1
16776,4086,10,5
16777,989,10,1
16778,1598,00,2
16779,4428,10,1
16783,2766,60,7
16785,569,40,3
16787,659,20,5
16788,9119,83,1
16789,1398,50,1
16790,389,60,1
16791,14234,10,4
16792,1317,80,1
16794,3116,90,6
16795,20424,30,8
16796,3956,60,4
16798,379,70,1
16802,7791,40,1
16803,799,00,1
16804,9853,00,1
16805,159,90,1
16806,2186,00,1
16807,55064,99,10
16808,23167,76,8
16809,6912,00,4
16810,89,90,1
16811,329,70,1
16812,89,90,1
16813,1648,20,1
16814,1798,10,1
16815,2876,60,2
16817,149,80,2
16818,55366,30,15
16820,269,70,1
16821,1298,00,3
16822,25505,37,2
16823,24373,80,8
16824,38731,93,5
16825,1138,80,8
16827,90865,80,4
16828,12948,00,3
16830,3226,60,1
16831,179,80,2
16832,7471,60,1
16833,5510,96,1
16835,1678,30,1
16836,2127,70,1
16837,119,90,1
16838,7711,70,1
16839,299,60,3
16840,12474,33,3
16841,5055,23,4
16842,79,80,1
16843,89,90,1
16844,569,40,1
16845,289,80,1
16846,359,60,1
16847,611,33,1
16848,959,00,1
16850,23796,50,1
16851,11112,80,1
16852,89,90,1
16853,1079,00,1
16854,859,20,1
16855,519,50,1
16856,249,80,1
16857,22584,10,1
16858,27617,93,10
16859,119,80,1
16860,359,70,1
16861,1029,60,1
16862,19268,10,4
16863,89,90,1
16864,2868,20,1
16865,329,70,1
16866,25106,00,12
16867,7033,90,6
16868,8214,20,2
16869,79,80,2
16870,119,90,1
16871,399,50,2
16872,2787,10,3
16873,79,90,1
16874,839,00,2
16875,329,60,3
16876,309,60,1
16877,79,90,1
16878,159,80,1
16880,2417,10,8
16881,1518,50,2
16883,818,80,1
16884,239,60,3
16885,4793,40,2
16886,479,50,1
16887,6649,00,3
16888,1028,80,2
16889,8752,40,1
16890,89,90,1
16891,1038,90,1
16893,239,70,1
16894,299,70,2
16895,2477,80,2
16896,1119,10,2
16897,1458,80,1
16898,99,80,1
16899,858,40,1
16900,119,80,2
16901,18308,40,1
16902,10018,30,10
16904,2286,70,9
16905,2096,80,9
16906,229,60,1
16908,3996,30,1
16910,279,80,1
16911,659,60,1
16912,99,90,1
16913,9733,83,2
16914,5444,70,1
16915,809,10,1
16916,11438,10,4
16917,7713,00,3
16918,89,90,1
16919,479,40,1
16920,779,20,1
16921,279,60,1
16922,629468,63,8
16923,4046,20,1
16924,1938,10,1
16925,239,70,1
16926,4205,60,1
16927,119,90,1
16928,1808,30,1
16930,589,50,1
16931,119,90,1
16932,17781,00,5
16934,619,50,2
16935,5513,60,12
16936,2467,00,3
16938,569,40,1
16939,899,30,1
16940,11808,80,1
16941,5505,99,1
16942,11289,50,1
16943,31238,30,1
16944,479,70,1
16945,239,70,1
16946,1228,50,1
16947,4500,00,4
16949,79,80,1
16950,14400,00,3
16952,352,04,2
16953,568,82,1
16954,4051,36,4
16955,2200,00,1
16956,17500,00,7
16957,10600,00,4
16958,300,00,1
16959,300,00,1
16960,7500,00,3
16961,10000,00,4
16962,2500,00,1
16963,1240,00,1
16964,7500,00,3
16965,15425,00,9
16966,12500,00,5
16967,1064,00,1
16968,6996,00,6
16969,1500,00,1
16970,20,00,1
16971,20000,00,8
16973,5000,00,2
16974,1500,00,1
16975,12500,00,5
16976,5846,02,2
16977,7020,00,3
16978,15000,00,6
16979,5000,00,2
16980,10000,00,4
16981,22500,00,9
16982,30000,00,12
16983,1275,00,1
16984,5000,00,2
16985,1500,00,1
16986,5700,00,1
16987,5000,00,2
16988,7936,15,1
16989,12827,50,8
16990,4660,00,2
16991,15000,00,6
16992,15960,00,4
16993,7500,00,3
16994,9000,00,3
16996,1687,50,1
16997,224000,00,8
17000,23250,00,15
17001,1800,00,1
17003,2430,00,27
17004,2028,00,11
17005,10500,00,1
17006,4500,00,3
17007,51975,00,9
17008,266,70,1
17009,660,00,1
17010,2500,00,1
17011,5000,00,2
17012,3580,00,2
17013,12500,00,5
17014,12500,00,5
17015,17500,00,7
17016,2500,00,1
17017,1326,00,2
17018,2240,00,1
17019,5000,00,2
17020,22500,00,9
17021,2525,00,1
17022,2737,50,1
17023,17500,00,7
17024,12500,00,5
17025,12500,00,5
17026,2500,00,1
17027,25000,00,10
17028,17500,00,7
17032,80,00,2
17033,5000,00,2
17034,2000,00,1
17035,7500,00,3
17036,2500,00,1
17037,3000,00,2
17038,15000,00,6
17039,2500,00,1
17041,975,00,1
17042,12240,00,6
17043,7500,00,3
17044,1600,00,1
17045,2500,00,1
17046,7750,00,2
17047,17500,00,7
17048,945,40,1
17049,1148,40,2
17050,2500,00,1
17051,15000,00,6
17052,15000,00,6
17053,2500,00,1
17054,2500,00,1
17055,2500,00,1
17056,2500,00,1
17057,2500,00,1
17058,2500,00,1
17059,15000,00,6
17060,27,00,1
17061,54,00,1
17063,2500,00,1
17064,5000,00,2
17065,1860,00,1
17066,4212,00,1
17067,2000,00,1
17068,200,00,1
17069,10000,00,4
17070,17,00,1
17071,1100,00,1
17074,1600,00,1
17075,5000,00,2
17076,2500,00,1
17077,4000,00,1
17078,25000,00,10
17079,2500,00,1
17080,1500,00,1
17081,5000,00,2
17082,4338,46,8
17083,1200,00,1
17084,1200,00,1
17085,800,00,1
17086,5000,00,2
17087,1102,50,1
17088,2500,00,1
17089,15000,00,6
17090,2500,00,1
17091,2500,00,1
17092,2300,00,1
17093,5000,00,2
17094,21292,00,9
17095,152,00,2
17096,59,25,1
17097,20,00,1
17098,22400,00,7
17099,2500,00,1
17100,2160,00,1
17101,47025,00,1
17103,33,42,1
17104,7500,00,3
17105,28800,00,1
17106,212,73,1
17107,2500,00,1
17108,28993,02,12
17109,2500,00,1
17110,4,35,1
17111,5000,00,2
17112,2400,00,1
17113,2500,00,1
17114,5000,00,2
17115,2240,00,7
17116,2160,00,1
17117,2500,00,1
17118,12500,00,5
17119,12160,00,5
17120,2500,00,1
17121,1088,18,1
17122,2500,00,1
17123,5000,00,2
17124,2500,00,1
17125,7,41,3
17126,24,70,1
17127,2500,00,1
17128,1892,00,1
17129,1500,00,3
17130,6,00,1
17131,1960,00,1
17132,5000,00,2
17133,1818,00,1
17134,32,10,1
17135,1282,50,1
17136,345,00,1
17137,18550,00,7
17138,18360,00,13
17139,2500,00,1
17140,5400,00,2
17141,3740,00,2
17142,300,00,1
17143,420,00,1
17144,18,00,1
17145,5000,00,2
17146,17500,00,7
17147,2800,00,1
17148,5000,00,2
17149,10000,00,4
17150,25000,00,10
17151,12608,00,13
17152,10000,00,4
17153,18025,00,8
17154,383,95,1
17155,5000,00,2
17156,14544,00,9
17157,2500,00,1
17158,494,24,1
17159,489,73,1
17160,445,71,1
17161,225,61,1
17162,936,00,4
17163,565,52,4
17164,999,46,2
17165,1813,52,4
17166,1813,52,4
17167,669,97,1
17168,241,63,1
17169,214,50,1
17170,1620,00,2
17171,2500,00,1
17172,838,99,1
17173,22500,00,9
17174,7500,00,3
17176,2916,00,1
17177,18550,00,7
17178,12340,00,5
17180,2500,00,1
17181,7500,00,3
17182,7500,00,3
17183,14400,00,5
17184,20000,00,8
17185,79,90,1
17186,83,98,1
17187,7285,00,5
17188,9112,64,3
17189,2520,00,1
17190,2500,00,1
17191,17500,00,7
17193,27136,46,2
17194,7500,00,3
17195,10000,00,4
17196,2130,00,2
17197,2500,00,1
17198,5000,00,2
17199,2500,00,1
17200,10000,00,4
17201,25000,00,10
17202,112,00,1
17203,1050,00,1
17204,22000,00,4
17205,10000,00,2
17206,2500,00,1
17207,2500,00,1
17208,12500,00,5
17209,2625,00,1
17210,25000,00,10
17211,2500,00,1
17212,26800,00,11
17213,7340,00,3
17215,660,00,2
17218,510,00,2
17219,1695,00,10
17221,1200,00,1
17222,3085,60,1
17223,10000,00,4
17224,5000,00,2
17225,4000,00,1
17226,5000,00,2
17227,7500,00,3
17228,17500,00,7
17229,19585,00,10
17230,28,00,1
17231,2500,00,1
17233,570,00,4
17234,7064,00,3
17235,2500,00,1
17236,2500,00,1
17237,2500,00,1
17238,5000,00,2
17239,2500,00,1
17240,7500,00,3
17241,2500,00,1
17242,2500,00,1
17243,991,60,1
17244,9838,65,3
17245,170,40,2
17246,7500,00,3
17247,7500,00,3
17250,299,50,1
17251,5000,00,2
17252,82,16,1
17253,252,00,1
17254,12500,00,5
17255,975,00,4
17256,2995,00,2
17257,10000,00,4
17258,2500,00,1
17259,2500,00,1
17260,7180,00,3
17261,7500,00,3
17264,600,00,2
17265,2120,00,1
17266,2500,00,1
17267,5320,00,2
17268,2500,00,1
17269,15,00,1
17270,316,80,19
